artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
smash mouth,walkin' on the sun,1997,"Walkin’ on the Sun Lyrics[Verse 1]
It ain't no joke, I'd like to buy the world a toke
And teach the world to sing in perfect harmony
And teach the world to snuff the fires and the liars
Hey, I know it's just a song but it's spice for the recipe
This is a love attack, I know it went out but it's back
It's just like any fad, it retracts before impact
And just like fashion it's a passion for the with-it and hip
If you got the goods they'll come and buy it
Just to stay in the clique
[Chorus]
So don't delay, act now, supplies are running out
Allow, if you're still alive, six to eight years to arrive
And if you follow, there may be a tomorrow
But if the offer's shunned
You might as well be walking on the sun

[Verse 2]
Twenty-five years ago they spoke out and they broke out
Of recession and oppression and together they toked
And they folked out with guitars around a bonfire
Just singing and clapping, man, what the hell happened?
Then some were spellbound some were hell-bound, some they fell down
And some got back up and fought back against the meltdown
And their kids were hippie chicks, all hypocrites
Because fashion is smashing the true meaning of it

[Chorus]
So don't delay, act now, supplies are running out
Allow, if you're still alive, six to eight years to arrive
And if you follow, there may be a tomorrow
But if the offer's shunned
You might as well be walking on the sun

[Verse 3]
It ain't no joke when a mama's handkerchief is soaked
With her tears because her baby's life has been revoked
The bond is broke up, so choke up and focus on the close up
Mr. Wizard can't perform no godlike hocus-pocus
So don't sit back, kick back and watch the world get bushwhacked
News at ten, your neighborhood is under attack
Put away the crack before the crack puts you away
You need to be there when your baby's old enough to relate
[Chorus]
So don't delay, act now, supplies are running out
Allow, if you're still alive, six to eight years to arrive
And if you follow, there may be a tomorrow
But if the offer's shunned
You might as well be walking on the sun

[Outro]
You might as well be walking on the sun
You might as well be walking on the sun
You might as well be walking on the sun
You might as well be walking on the sun8Embed",0.075,0.771,0.153,0.9846
shania twain,love gets me every time,1997,"Love Gets Me Every Time Lyrics[Intro]
Oww!

[Verse 1]
Life was goin' great
Love was gonna have to wait
Was in no hurry
Had no worries
Staying single was the plan
Didn't need a steady man
I had it covered
'Til I discovered
[Pre-Chorus]
That love gets me every time
My heart changed my mind
And I gol' darn gone and done it

[Chorus]
Gone and done it (Gone and done it)
Guess I fell in love (Gone and done it)
Must've been the way he walked (Gone and done it)
Or the sweet, sweet talk (Gone and done it)
I guess I, gol' darn gone (Gone) and done it

[Verse 2]
I was quite content
Just a-paying my own rent
It was my place
I needed my space
I was free to shop around
In no rush to settle down
I had it covered
'Til I discovered

[Pre-Chorus]
That love gets me every time
My heart changed my mind
I gol' darn gone and done it
[Chorus]
Gone and done it (Gone and done it)
Guess I fell in love (Gone and done it)
Must've been the way he walked (Gone and done it)
Or the sweet, sweet talk (Gone and done it)
I guess I, gol' darn gone (Gone) and done it

[Bridge]
Ah, ow
Ooh!
Hmmm, mmmm

[Pre-Chorus]
Well, love gets me every time
My heart changed my mind
And I gol' darn gone and done it

[Chorus]
Gone and done it (Gone and done it)
Guess I fell in love (Gone and done it)
Must've been the way he walked (Gone and done it)
Ooh, oooh, or his sweet, sweet talk (Gone and done it)

[Bridge]
It's in the way he calls my name (Gone and done it)
And I know I'll never be the same (Gone and done it)
Don't cha know that...
[Pre-Chorus]
Love gets me every time
My heart changed my mind
I gol' darn gone (Gone) and done it

[Outro]
Woo
Thought I had it covered, uh-huh
Life was going great
Well, I gol' darn gone and done itEmbed",0.011,0.764,0.226,0.9983
creed,torn,1997,"Torn Lyrics[Verse 1]
Peace is what they tell me
Love am I unholy
Lies are what they tell me
Despise you that control me

[Chorus]
The peace is dead in my soul
I have blamed the reasons for
My intentions poor
Yes I'm the one who
The only one who
Would carry on this far
[Verse 2]
Torn, I'm filthy
Born in my own misery
Stole all that you gave me
Control you claim you save me

[Chorus]
The peace is dead in my soul
I have blamed the reasons for
My intentions poor
Yes I'm the one who
The only one who
Would carry on this far

[Bridge]
Peace in my head
Love in my head
Lies lies lies lies in my head

[Chorus]
The peace is dead in my soul
I have blamed the reasons for
My intentions poor
Yes I'm the one who
The only one who
Would carry on this far
The peace is dead in my soul
I have blamed the reasons for
My intentions poor
Yes I'm the one who
The only one who
Would carry on this farEmbed",0.254,0.58,0.167,-0.967
george baker selection,little green bag,1997,"Little Green Bag Lyrics[Intro]
Yeah

[Verse 1]
Lookin' back on the track for a little greenback
Got to find just the kind or losin' my mind
Out of sight in the night, out of sight in the day
Lookin' back on the track, gonna do it my way
Out of sight in the night, out of sight in the day
Lookin' back on the track, gonna do it my way
Lookin' back
[Chorus]
Lookin' for some happiness
But there is only loneliness to find
Jump to the left, turn to the right
Lookin' upstairs, lookin' behind
Lookin' for some happiness
But there is only loneliness to find
Jump to the left, turn to the right
Lookin' upstairs, lookin' behind

[Verse 2]
Lookin' back on the track for a little greenback
Got to find just the kind or losin' my mind
Out of sight in the night, out of sight in the day
Lookin' back on the track, gonna do it my way
Lookin' back on the track for a little, little greenback
Got to find just the kind or losin' my mind

[Chorus]
Lookin' for some happiness
But there is only loneliness to find
Jump to the left, turn to the right
Lookin' upstairs, lookin' behind
Lookin' for some happiness
But there is only loneliness to find
Turn to the left, turn to the right
Lookin' upstairs, lookin' behind11Embed",0.057,0.829,0.115,0.9451
modest mouse,trailer trash,1997,"Trailer Trash Lyrics[Verse 1]
Eating snowflakes with plastic forks
And a paper plate, of course
You think of everything
Short love with a long divorce
And a couple of kids, of course
They don't mean anything
Live in trailers with no class
Goddamn, I hope I can pass
High school means nothing
Taking heartache with hard work
Goddamn, I am such a jerk
I can't do anything
[Chorus]
And I shout that you're all fakes (Fakes)
And you should've seen the look on your face
And I guess that's what it takes
When comparing your bellyaches
And it's been a long time
Which agrees with this watch of mine
And I know that I miss you
And I'm sorry if I dissed you

[Verse 2]
Eating snowflakes with plastic forks
And a paper plate, of course
You think of everything
Short love with a long divorce
And a couple of kids, of course
They don't mean anything
Live in trailers with no class
Goddamn, I hope I can pass
High school means nothing
Taking heartache with hard work
Goddamn, I am such a jerk
I can't do anything

[Chorus]
And I shout that you're all fakes (Fakes)
And you should've seen the look on your face
And I guess that's what it takes
When comparing your bellyaches
And it's been a long time
Which agrees with this watch of mine
And I guess that I miss you
And I'm sorry if I dissed you
[Instrumental Outro]5Embed",0.126,0.793,0.082,-0.7424
five for fighting,100 years,1997,"100 Years Lyrics[Verse 1]
I'm fifteen for a moment
Caught in between ten and twenty
And I'm just dreaming
Counting the ways to where you are
I'm twenty-two for a moment
And she feels better than ever
And we're on fire
Making our way back from Mars

[Chorus]
Fifteen, there's still time for you
Time to buy and time to lose, fifteen
There's never a wish better than this
When you only got a hundred years to live
[Verse 2]
I'm thirty-three for a moment
I'm still the man, but you see I'm a ""they""
A kid on the way, babe
A family on my mind
I'm forty-five for a moment
The sea is high
And I'm heading into a crisis
Chasing the years of my life

[Chorus]
Fifteen, there's still time for you
Time to buy and time to lose yourself within a morning star
Fifteen, I'm all right with you, fifteen
There's never a wish better than this
When you've only got a hundred years to live

[Bridge]
Half time goes by, suddenly you're wise
Another blink of an eye, sixty-seven is gone
The sun is getting high, we're moving on...

[Verse 3]
I'm ninety-nine for a moment
And dying for just another moment
And I'm just dreaming
Counting the ways to where you are
[Breakdown]
Fifteen, there's still time for you
Twenty-two, I feel her too
Thirty-three, you're on your way
Every day's a new day
Ooh-ooh, who, ooh-who-who
Ooh-ooh, who, ooh-who-who
Ooh-ooh, who, ooh-who-who, who-who-who

[Chorus]
Fifteen, there's still time for you
Time to buy and time to choose, hey fifteen
There's never a wish better than this
When you've only got a hundred years to live12Embed",0.093,0.887,0.02,-0.9637
paul & paula,hey paula,1997,"Hey Paula Lyrics[Verse 1: Ray Hildebrand]
Hey, hey, Paula
I wanna marry you
Hey, hey Paula
No one else could ever do
I've waited so long for school to be through
Paula, I can't wait no more for you
My love, my love

[Chorus: Ray Hildebrand & Jill Jackson]
True love means planning a life for two
Being together the whole day through
True love means waiting and hoping that soon
Wishes we made will come true
My love, my love
[Verse 2: Jill Jackson]
Hey, Paul
I've been waiting for you
Hey, hey, hey Paul
I want to marry you, too
If you love me true, if you love me still
Our love will always be real
My love, my love

[Chorus: Ray Hildebrand & Jill Jackson]
True love means planning a life for two
Being together the whole day through
True love means waiting and hoping that soon
Wishes we made will come true
My love, my loveEmbed",0.01,0.588,0.402,0.9981
creed,one,1997,"One Lyrics[Verse 1]
Affirmative may be justified
Take from one, give to another
The goal is to be unified
Take my hand, be my brother
The payment silenced the masses
Sanctified by oppression
Unity took a back seat
Sliding further into regression

[Pre-Chorus]
One, oh, one, the only way is one
One, oh, one, the only way is one
[Chorus]
I feel angry, I feel helpless
Want to change the world, yeah
I feel violent, I feel alone
Don't try and change my mind, no

[Verse 2]
Society, blind by color
Why hold down one to raise another?
Discrimination, now on both sides
Seeds of hate blossom further
The world is headed for mutiny
When all we want is unity
We may rise and fall
But in the end, we'll meet our fate again, oh

[Pre-Chorus]
One, oh, one, the only way is one
One, oh, one, the only way is one

[Chorus]
I feel angry, I feel helpless
Want to change the world, yeah
I feel violent, I feel alone
Don't try and change my mind, no
I feel angry, I feel helpless
Want to change the world, yeah
I feel violent, I feel alone
Don't try and change my mind, no
I feel angry, I feel helpless
Want to change the world, yeah
I feel violent, I feel alone
Don't try and change my mind, no
I feel angry, I feel helpless
Want to change the world, yeah
I feel violent, I feel alone
Don't try and change my mind, no1Embed",0.265,0.653,0.082,-0.9967
mary j. blige,share my world,1997,"Share My World Lyrics[Verse 1]
Boy, if you stay I'll always make sure that you look to see a brighter day
Don't let our lovin' slip away
The things you do, they always make me feel
Like there's no one else but you
Promise you'll be true always

[Chorus]
Share my world
Don't you leave
(Boy, don't you leave)
Promise I'll be here (No, no) whenever you need me near
(Whenever, whenever you—)
Share my world
(Need me)
Don't you leave (Oh)
Promise I'll be here
So baby, don't you have no fear
[Verse 2]
To be with you would be like paradise
Everything would be so nice (So nice), so right (So right)
The joy you bring to me makes me feel so good inside
It's so right (So right), I'm so high
Just thinking about you
And my feelings I just can't hide

[Chorus]
Share my world
Don't you leave (Mm-mm, mm)
Promise I'll be here whenever you need me near (You know)
Share my world (Come share my world)
Don't you leave (Don't you leave)
Promise I'll be here
So baby, don't you have no fear (Oh, oh, oh)

[Verse 3]
I don't know what I would do (Would do) without you (You)
When I'm down and out, I think about (All the love)
All the love you give to me
All the love you give to me
I'm so happy so share my world

[Chorus]
Share my world (Share my world)
Don't you leave (Don't you leave, my love)
Promise I'll be here whenever you need me near (Oh, oh, oh)
Share my world
Don't you leave
Promise I'll be here (Promise I'll be here)
So baby, don't you have no fear (Baby, have no fear)
Share my world (Just share my world)
Don't you leave (Oh, la-la-la)
Promise I'll be here whenever you need me near (Oh, oh, oh, oh)
Share my world (Ooh, la-la-la)
Don't you leave (Won't you share my world?)
Promise I'll be here (Won't you share my world?)
So baby, don't you have no fear (Won't you share my—)
Share my world (Ooh, la-la-la)
Don't you leave (Won't you share my world?)
Promise I'll be here (Won't you share my world?)
Whenever you need me near (Won't you share my—)
[Bridge]
Ooh, la-la-la
Won't you share my world? (Come share my world)
Won't you share my world? (Won't you share my world)
Won't you share my—
Ooh, la-la-la
Won't you share my world? (Come share my world)
Won't you share my world? (Won't you share my world)
Won't you share my, ooh, ooh, ooh

[Chorus]
Share my world
Don't you leave (Ooh, ooh, ooh)
Promise I'll be here (La, la, la, la)
So baby, don't you have no fear
(La-la-la-la, la-la-la-la-la-la-la-la-la-la-la)

[Outro]
Share my world (Oh, oh, oh)
Don't you leave (Oh, oh, oh)
Promise I'll be here whenever you need me near
Share my world
Don't you leave
Promise I'll be here
So baby, don't you have no fearEmbed",0.075,0.635,0.29,0.9992
creed,what's this life for,1997,"What’s This Life For Lyrics[Verse 1]
Hurray for a child that makes it through
If there's any way because the answer lies in you
They're laid to rest before they've known just what to do
Their souls are lost because
They could never find

[Chorus 1]
What's this life for? What's this life for?
What's this life for? What's this life for?
[Chorus 2]
I see your soul, it's kind of gray
You see my heart, you look away
You see my wrist, I know your pain
I know your purpose on your plane
Don't say a last prayer because
You could never find

[Chorus 2]
I see your soul, it's kind of gray
You see my heart, you look away
You see my wrist, I know your pain
I know your purpose on your plane
Don't say a last prayer because

[Chorus 3]
But they aren't here anymore
Don't have to settle the score
Because we all live under the reign
Of one king

[Chorus 3]
But they aren't here anymore
Don't have to settle no goddamn score
Because we all live under the reign
Of just as you know of one king, one king, one king
[Chorus 3]
But they aren't here anymore
Don't have to settle no goddamn score
Because we all live under the reign
Of just as you know of one king, one king, one king

[Chorus 3]
But they aren't here anymore
Don't have to settle no goddamn score
Because we all live under the reign
Of one king3Embed",0.029,0.903,0.068,0.9127
dolly parton,medley:,1997,"Medley: LyricsSleigh bells ring, are you listening
In the lane, snow is glistening
A beautiful sight
We're happy tonight
Walking in a winter wonderland

Gone away is the bluebird
Here to stay is a new bird
He sings a love song
As we go along
Walking in a winter wonderland
In the meadow we can build a snowman
Then pretend that he is Parson Brown
He'll say: Are you married?
We'll say: No man
But you can do the job
When you're in town

Walking in a winter wonderland
Walking in a winter wonderland

Just hear those sleigh bells jingling
Ring ting tingling too
Come on, it's lovely weather
For a sleigh ride together with you
Outside the snow is falling
And friends are calling ""Yoo hoo,""
Come on, it's lovely weather
For a sleigh ride together with you

Giddy yap, giddy yap, giddy yap
Let's go, Let's look at the show
We're riding in a wonderland of snow
Giddy yap, giddy yap, giddy yap
It's grand, Just holding your hand
We're gliding along with a song
Of a wintry fairy land
Our cheeks are nice and rosy
And comfy cozy are we
We're snuggled up together
Like two birds of a feather would be
Let's take that road before us
And sing a chorus or two
Come on, it's lovely weather
For a sleigh ride together with youEmbed",0.058,0.783,0.159,0.9881
vern gosdin,who i came here to forget,1997,"Who I Came Here To Forget LyricsShe was cold in California she was cruel in Tennessee
She made it plain as day to see she never needed me
Now I owe you for everything and I always pay my debts
'Cause you're the reason I forgot who I came here to forget

She was pain in Dallas Texas hard rain up in Maine
I never thought my broken heart would ever be the same
Honey you picked up the pieces and to me you're the best
And you're the reason I forgot who I came here to forget

Sometimes good intentions can hurt somebody bad
But your worst intentions are the best I've ever had
Now I thank my lucky stars for the moment that we met
'Cause you're the reason I forgot who I came here to forget
Sometimes good intentions can hurt somebody bad
But your worst intentions are the best I've ever had
Now I thank my lucky stars for the moment that we met
'Cause you're the reason I forgot who I came here to forget

Ah you're the reason I forgot who I came here to forgetEmbed",0.167,0.677,0.156,0.2908
son volt,caryatid easy,1997,"Caryatid Easy LyricsAnd I remember one faded summer
And I remember the curtain call
Waiting outside, watching the time fly

The way you roll the dice
Leaves my eyes
There is no way to hide
You live inside my mind
You play

A caryatid easy
Leaves my eyes
A caryatid easy
The way you roll the dice
Walking in line
With this life's shadow
The spot line's surprise
Are guarding from gallows

Solid stone wall
Wouldn't turn back the time at all

There is no compromise
Now all the names are called
Senses summoned to realize
They live inside my mind
They play

A caryatid easy
Leaves my eyes
A caryatid easy
The way you roll the dice

Consumed by this crowd scene
Breaking out this dislocated dream

A caryatid easy
Leaves my eyes
A caryatid easy
The way you roll the dice
Educated
With poison laughter
Seems like high times
Every morning after

Waiting outside
Watching the time fly

Way you roll the dice
Leaves my eyes
There is no way to hide
You live inside
My mind
You play

A caryatid easy
Leaves my eyes
A caryatid easy
The way you roll the dice

You play a caryatid easy
Leaves my eyes
A caryatid easy
The way you roll the diceEmbed",0.053,0.738,0.209,0.9886
son volt,back into your world,1997,"Back Into Your World LyricsLiving for the moment
It flashes and fades
And takes you down
Familiar deserted byways

Shelf-stored memories
Lead you where you been
No long ago
And guess who's guessing now?

Let me back into your world
At the blink of the eye
No uncertain terms
Let me back into your world
You should know
What is real by now
Let the judges meet their makers
Can't slow down
Burning that four-barrel speed
A battle cry to treat this absence

Let me back into your world
At the blink of the eye
No uncertain terms
Let me back into your world

Spent the promises
Spent the meantime
Through ins and outs
Of halfway house boundaries

Leave this impasse
If you're gonna leave anything
Just don't leave here
Without speaking your mind

Let me back into your world
At the blink of the eye
No uncertain terms
Let me back into your worldEmbed",0.062,0.865,0.073,0.2052
trace adkins,lonely won't leave me alone,1997,"Lonely Won’t Leave Me Alone Lyrics[Verse 1]
I can't see you
But I can feel
Like a scar that
Just won't heal

[Pre-Chorus 1]
Blue-eyed gypsy
You're still with me

[Chorus 1]
Everywhere I go
Lonely won't leave me alone
You're everywhere I go
Lonely won't leave me alone
[Verse 2]
Another highway
One more town
I tried to lose you
But you tracked me down

[Pre-Chorus 2]
Like the moonlight
On a dark night

[Chorus 2]
Down every winding road
Lonely won't leave me alone
Down every winding road
Lonely won't leave me alone

[Bridge]
I know you told me our love's dead and gone
But here in my heart it lives on and on

[Pre-Chorus 3]
You're every sad song
All night long

[Chorus 3/Outro]
On my radio
Lonely won't leave me alone
Lonely won't leave me alone
Lonely won't leave me aloneEmbed",0.214,0.61,0.176,-0.9353
george strait,a real good place to start,1997,"A Real Good Place to Start Lyrics[Verse 1]
Still reeling from a relationship that left me torn in two
Trying to find that first step that leads to someone new
Getting me back together, didn't know it could be so hard
But if I'm ever going to mend this broken heart
You look like a real good place to start

[Chorus]
I need a new beginning, and girl you fit right in
Sometimes a new beginning is found in an old friend
If I'm ever going to mend this broken heart
You look like a real good place to start
[Verse 2]
There have been times when you and him just couldn't get along
I'd hear your knock and let you in, be your shoulder to cry on
And now he's finally left you, and I've find you in my arms
If I'm ever going to mend this broken heart
You look like a real good place to start

[Chorus]

[Outro]
If I'm ever going to mend this broken heart
You look like a real good place to startEmbed",0.11,0.641,0.249,0.9893
son volt,creosote,1997,"Creosote Lyrics[Verse 1]
Passing under barren skies
Waiting for our worlds to collide
And there you are
All alone
Feeling bad

[Verse 2]
Interstate moving again
Barrel through thick and thin
Side by side
To survive
Like Creosote
[Chorus]
Born under widespread changes
The search for higher reason
Learning the ropes okay
But fate just runs you around

[Instrumental Bridge]

[Chorus]
Born under widespread changes
The search for higher reason
Learning the ropes okay
But fate just runs you around

[Verse 3]
From Memphis to New Orleans
In and out of railroad dreams
You're out there
In scenes
Passing by

[Verse 4]
Everyone faces what they deserve
Carousel to claim or curse
Sticking around
At least
For the ride
[Chorus]
Born under widespread changes
The search for higher reason
Learning the ropes okay
But fate just runs you around5Embed",0.064,0.852,0.084,0.2617
old 97's,broadway,1997,"Broadway LyricsIn a hotel room just off Times Square it's like a closet
I can watch the dancing class go round
In a hotel room that costs as much as my apartment
I can watch the working class go down

And it's enough to make a crooked man go straight -
Broadway, Broadway

In a hotel room just off Times Square they made a monster
He was unaware of what went down
Fattening him up just like a calf before a slaughter
He'd had his fill of hollow town
And it's enough to make a stupid man think straight
Broadway, Broadway
And it's enough to make a crooked man go straight
Broadway, Broadway, Broadway, BroadwayEmbed",0.042,0.872,0.086,0.5423
billy ray cyrus,trail of tears,1997,"Trail Of Tears Lyrics[Verse 1]
Too many broken promises too many trail of tears
Too many times you were left cold for oh so many years


Too many times you walked away and was made to feel ashamed
And though you only tried to give you were often blamed

[Verse 2]
How can this world be so dark so unfair and so untrue
How did the cards of life fold right on top of you

God in heaven hear my prayer ff you are still above
Send the children hopes and dreams and lots and lots of love


For this I only ask of you to conquer all their fears
And let them soar like eagles across the trail of tearsEmbed",0.135,0.7,0.165,0.5543
charley pride,please help me i'm falling,1997,"Please Help Me, I’m Falling LyricsPlease help me, I'm falling in love with you
Close the door to temptation, don't let me walk through
Turn away from me darlin', I'm beggin' you to
Please help me, I'm falling in love with you

I belong to another whose arms have grown cold
But I promised forever to have and to hold
I could never be free, dear, but when I'm with you
I know that I'm losing the will to be true

Please help me, I'm falling in love with you
Close the door to temptation, don't let me walk through
Turn away from me darlin', I'm beggin' you to
Please help me, I'm falling in love with you
Please help me I'm falling and that would be a sin
Close the door to temptation, don't let me walk in
For I mustn't want you but darlin' I do
Please help me I'm falling in love with you

Please help me, I'm falling in love with you
Close the door to temptation, don't let me walk through
Turn away from me darlin', I'm beggin' you to
Please help me, I'm falling in love with youEmbed",0.114,0.562,0.325,0.9964
pam tillis,land of the living,1997,"Land Of The Living LyricsYou gave him some good years
Now you'd like them back
Mistakes become clearer
After the fact
Now when you pick up the pieces
But you can't make them fit
Don't waste all your time
Trying to make sense of it

Chorus
Just hurry back
To the land of the living
Things have changed
Since you've been gone
The world is turning
In the land of the living
Take a deep breath
Life goes on
Come down from that dark cloud
What's done is done
Don't you go down believing
You're the only one
That ever felt heartache
Turn to regret
We've all got something
We'd like to forget

Chorus

Lean on my shoulder
And whisper your tears
We all need someone
To echo our fears

ChorusEmbed",0.112,0.821,0.067,-0.7627
clint black,that something in my life,1997,"That Something In My Life LyricsThe older you get the more you stand to lose
You can bet that we'll all have our turn
If I lost everything right down to my shoes
As long as you love me, I won't be concerned

There's one thing in life that I can't replace
It's written in ways, even time can't erase
Some things really are too good to be true
That something in my life is you

Now I've spent my time on money and things
That won't do a heart any good
With nothing to gain but the space that it brings
Which had always been empty, till I understood
There's one thing in life that I can't replace
It's written in ways, even time can't erase
Some things really are too good to be true
That something in my life is you

One thing's for certain and without a doubt
Your love is something I can't live without

Some things really are too good to be true
That something in my life, one thing in my life
That something in my life is youEmbed",0.046,0.789,0.166,0.9813
gaither vocal band,i believe in a hill called mount calvary,1997,"I Believe In A Hill Called Mount Calvary Lyrics[Chorus]
I believe in a hill called Mount Calvary
I believe whatever the cost
And when time has surrendered
And earth is no more
I'll still cling to the old rugged cross

[Verse 1]
Oh, I believe that this life
With its great mysteries
Surely one day will come to an end
Oooh but faith will conquer
The darkness and death
And will lead me at last to my friend
[Verse 2]
I believe that the Christ
Who was slain on the cross
Has the power to change lives today
For He changed me completely
A new life is mine
That is why by the cross I will stay

[Chorus]Embed",0.071,0.835,0.094,0.4678
delbert mcclinton,old weakness (coming on strong),1997,"Old Weakness (Coming On Strong) LyricsTwo in the mornin' too hot to sleep
Tossin' and turnin' and twistin' the sheets
I feel an old weakness comin' on strong

Window wide open in the back bedroom
Smell of sweet huneysuckle in full bloom
I feel an old weakness comin' on strong

Feel like I'm runnin' real low on will power
Can't get you out of this heart of mine
From the break of dawn 'til the midnight hour
I keep fightin' to let you go
But your love is beyond my control
Took down that picture of you and me
But every time I look up where it used to be
I feel an old weakness comin' on strong

Still got your number next to the phone
Just when I believe I can leave it alone
I feel an old weakness comin' on strong

Feel like I'm running real low on willpower
Can't get you out of this heart of mine
From the break of dawn 'til the midnight hour
I keep fightin' to let you go
But your love is beyond my control
I feel an old weakness comin' on strong

I feel an old weakness, I feel an old weakness
I feel an old weakness comin' on strongEmbed",0.134,0.68,0.186,0.9581
hank snow,miller's cave,1997,"Miller’s Cave Lyrics(Dark old cave Miller's Cave)
Way down in the state of Georgia through the swamps and everglades
There's a hole in Tiger Mountain God help the man who gets lost in Miller's Cave
I had a girl in way cross Georgia but she had unfaithful ways
Made me feel I was unwanted like the birds and the bears in Miller's Cave
(Miller's Miller's Miller's Miller's Cave)

I couldn't stand the way she did me couldn't take her lowdown ways
Before I'll stay with the cheating woman I'll go live with the bears in Miller's Cave
I caught her out one Sunday morning with the man they call Big Dave
Meanest man in way cross Georgia I'd rather fight a mountain lion in Miller's Cave
(Miller's Miller's Miller's Miller's Cave)
I said you'll pay both you and Davy I must see you in your graves
They laughed at me and then I shot 'em
I took their cheatin' skin and bones in Miller's Cave
That woman made me feel unwanted but I showed her I was brave
Most wanted man in the state of Georgia
But they'll never find me cause I'm lost in Miller's Cave
(Dark old cave Miller's Cave)Embed",0.097,0.828,0.075,-0.5943
dolly parton,i believe in santa claus,1997,"I Believe in Santa Claus Lyrics[Chorus]
I believe in Santa Claus
I believe in Santa Claus
I believe there's always hope when all seems lost
And I believe in Santa Claus

[Verse 1]
I believe in Santa Claus, I'll tell you why I do
'Cause I believe that dreams and plans and wishes can come true
I believe in miracles, I believe in magic too
Oh, I believe in Santa Claus and I believe in you
[Verse 2]
I believe in family, in country and in smiles
I believe in turnin' negatives to positives in life
I believe in lookin' farther up the farther down we get
I believe when someone hurts us we should forgive and forget

[Chorus]
And I believe in Santa Claus
I believe in Santa Claus
I believe love should prevail at any cost
And I believe in Santa Claus

[Verse 3]
I believe in saying what you mean and meaning what you say
I believe a better attitude can make a better way
And I believe in viewing life as a journey that we're on
And lookin' at our troubles as another stepping stone

[Verse 4]
And I believe that everything in life is what it's meant to be
I believe there is a God somewhere although he's hard to see
I believe I am so therefore I should do all that I can
To be a better piece in the puzzle of God's plan

[Chorus]
And I believe in Santa Claus
I believe in Santa Claus
I believe there's always hope when all seems lost
And I believe in Santa Claus
[Bridge]
Let the little children sing it
I believe in Santa Claus, I believe in Santa Claus
I believe in Santa Claus, I believe in Santa Claus
Let the whole world sing it with us
I believe in Santa Claus, I believe in Santa Claus
I believe in Santa Claus, I believe in Santa Claus
Let the whole world sing it with us

[Chorus]
I believe in Santa Claus
I believe in Santa Claus
I believe there's always hope when all seems lost
I believe in Santa ClausEmbed",0.042,0.857,0.101,0.9723
keith urban,my last name,1997,"My Last Name Lyrics[Verse 1]
I can feel your goodbye coming
Like a storm up from the south
The rain'll splatter at the back door
The wind'll whistle 'round the house
So it's you and Howie Johnston
Somebody told me at the store
I guess I'd better get used
To the idea of you
Not around anymore
[Chorus]
And so, I'm doing' my best to prepare for the worst
And I'd better get use to the hunger and thirst
I gotta find me a potion
To take for the pain
And all you've got to lose
Is my last name

[Verse 2]
I know he's cute and he's got money
I ain't no handsome fancy Dan
In a way it's sad and kinda funny
You'll be ok and I'll be damned
So I best be getting' ready
For the bitter nights alone
Sleeping' on the couch
Wake up starting out
Living' life on my own

[Chorus]

[Outro]
Yeah, all you've got to lose is my last nameEmbed",0.124,0.721,0.155,0.7499
